flight_date,record_created_date,flight_type,origin_airport,destination_airport,aircraft_type,pilot_name,passengers,scheduled_duration_hours,actual_duration_hours,departure_delay_minutes,arrival_delay_minutes
2026-03-16,2026-03-14,Domestic,TAG,ILO,Airbus A320,Pilot C,112,1.41,1.62,31,28
2026-03-17,2026-03-13,Domestic,PPS,BCD,Airbus A320,Pilot G,40,2.46,3.46,24,57
2026-03-15,2026-03-09,International,DVO,MNL,Boeing 737-800,Pilot A,44,6.12,6.73,18,36
2026-04-30,2026-04-24,Domestic,TAG,DVO,Airbus A320,Pilot D,162,2.73,2.68,14,2
2026-04-15,2026-04-12,Domestic,MNL,TAG,Boeing 737-800,Pilot G,224,3.2,3.75,32,32
2026-04-21,2026-04-17,Domestic,KLO,MNL,Embraer E190,Pilot F,119,1.64,2.14,28,29
2026-04-19,2026-04-14,International,DGT,CEB,ATR 72-600,Pilot L,259,4.62,4.71,18,13
2026-04-28,2026-04-21,Domestic,BCD,TAG,ATR 72-600,Pilot H,123,1.44,1.23,-3,-15
2026-03-07,2026-03-01,Domestic,DGT,CRK,Boeing 737-800,Pilot E,201,1.02,1.38,20,13
2026-04-23,2026-04-17,Domestic,MNL,DVO,ATR 72-600,Pilot F,93,1.75,2.41,11,41
2026-03-05,2026-02-27,International,KLO,ILO,Airbus A320,Pilot H,173,5.59,5.54,5,3
2026-03-30,2026-03-27,Domestic,PPS,CEB,Airbus A320,Pilot J,100,1.07,2.28,71,74
2026-04-06,2026-04-03,Domestic,BCD,MNL,Boeing 737-800,Pilot D,211,1.45,1.52,-10,-2
2026-03-22,2026-03-18,International,TAG,MNL,Airbus A320,Pilot H,140,9.81,10.96,33,78
2026-03-09,2026-03-06,Domestic,ILO,MNL,ATR 72-600,Pilot G,49,2.56,2.6,-7,-2
2026-03-12,2026-03-05,Domestic,BCD,CEB,Boeing 737-800,Pilot A,94,1.05,1.64,15,40
2026-04-20,2026-04-13,Domestic,ILO,BCD,Embraer E190,Pilot K,117,2.88,3.96,69,63
2026-03-20,2026-03-13,Domestic,TAG,DVO,Airbus A321,Pilot G,142,1.33,1.11,-9,-9
2026-03-19,2026-03-14,Domestic,CEB,MNL,Airbus A321,Pilot C,99,1.06,1.01,-4,1
2026-04-26,2026-04-24,Domestic,DVO,MNL,Boeing 737-800,Pilot H,167,0.82,1.05,12,3
2026-03-09,2026-03-07,Domestic,MNL,ILO,Airbus A320,Pilot I,251,2.52,2.25,-7,-6
2026-04-25,2026-04-23,International,PPS,TAG,Boeing 737-800,Pilot K,196,6.08,7.0,31,52
2026-04-26,2026-04-21,Domestic,DVO,CRK,Boeing 737-800,Pilot A,108,2.02,2.08,0,-9
2026-04-06,2026-04-03,Domestic,CRK,MNL,Embraer E190,Pilot E,188,1.07,1.67,26,31
2026-03-11,2026-03-06,Domestic,TAG,DVO,Boeing 737-800,Pilot C,252,3.16,3.13,-10,8
2026-03-10,2026-03-03,Domestic,CRK,ILO,Airbus A320,Pilot G,93,1.1,0.7,-10,-15
2026-03-18,2026-03-15,Domestic,CEB,PPS,Airbus A321,Pilot G,91,1.79,2.23,7,32
2026-04-05,2026-03-29,International,MNL,DGT,Boeing 737-800,Pilot F,48,6.67,6.62,-10,-4
2026-03-10,2026-03-06,International,DVO,PPS,Airbus A320,Pilot L,225,7.18,7.99,45,47
2026-03-28,2026-03-22,Domestic,DGT,CRK,Airbus A321,Pilot G,223,1.44,1.04,-10,-15
2026-03-08,2026-03-07,Domestic,KLO,DGT,Airbus A321,Pilot E,131,2.74,2.44,-10,-12
2026-04-02,2026-03-31,Domestic,DGT,CRK,Airbus A320,Pilot A,231,1.46,1.91,21,33
2026-03-02,2026-02-23,Domestic,DVO,CEB,Boeing 737-800,Pilot D,183,0.81,1.37,-1,35
2026-04-13,2026-04-06,Domestic,CRK,DGT,Airbus A320,Pilot K,255,1.83,2.15,-10,5
2026-03-04,2026-02-28,Domestic,CEB,DGT,Boeing 737-800,Pilot F,242,0.83,2.08,57,82
2026-03-12,2026-03-11,Domestic,CRK,ILO,Airbus A320,Pilot K,251,2.98,2.61,-10,-15
2026-03-11,2026-03-10,Domestic,KLO,ILO,Boeing 737-800,Pilot G,126,2.34,2.39,8,11
2026-04-20,2026-04-17,Domestic,TAG,CEB,Airbus A320,Pilot G,179,2.2,2.84,7,34
2026-03-04,2026-02-25,Domestic,CRK,BCD,ATR 72-600,Pilot F,76,1.28,1.56,28,17
2026-03-27,2026-03-24,Domestic,PPS,BCD,Airbus A320,Pilot G,236,2.48,3.11,22,44
2026-04-06,2026-03-30,Domestic,BCD,PPS,Boeing 737-800,Pilot A,109,2.43,2.59,-6,12
2026-04-01,2026-03-28,Domestic,DVO,KLO,Airbus A321,Pilot A,138,0.95,1.11,5,15
2026-04-11,2026-04-10,Domestic,DGT,PPS,Airbus A320,Pilot F,170,2.91,3.05,7,6
2026-04-18,2026-04-14,Domestic,ILO,KLO,Airbus A321,Pilot H,213,2.19,2.76,28,15
2026-03-25,2026-03-22,Domestic,CEB,TAG,ATR 72-600,Pilot G,200,2.7,3.22,-10,27
2026-04-20,2026-04-18,Domestic,DGT,CEB,ATR 72-600,Pilot F,250,1.43,2.62,56,72
2026-03-20,2026-03-15,Domestic,DGT,ILO,Airbus A321,Pilot D,196,1.09,1.11,-5,6
2026-04-30,2026-04-28,International,MNL,ILO,Airbus A320,Pilot I,215,4.35,4.36,12,10
2026-03-31,2026-03-24,International,DGT,KLO,Boeing 737-800,Pilot H,165,10.16,10.18,-10,-4
2026-04-14,2026-04-08,Domestic,DGT,CEB,Boeing 737-800,Pilot A,131,1.73,1.78,-10,-2
2026-04-23,2026-04-17,Domestic,TAG,CRK,Airbus A320,Pilot F,240,0.86,0.89,-7,5
2026-04-18,2026-04-17,Domestic,DVO,DGT,ATR 72-600,Pilot I,123,2.76,3.06,-9,9
2026-04-21,2026-04-14,International,BCD,CEB,Boeing 737-800,Pilot J,176,6.27,6.17,3,-6
2026-04-02,2026-03-29,Domestic,KLO,BCD,Boeing 737-800,Pilot D,104,1.61,1.45,-10,-15
2026-03-03,2026-02-25,International,BCD,ILO,Airbus A321,Pilot L,146,8.84,9.44,27,34
2026-03-31,2026-03-29,Domestic,BCD,ILO,Airbus A321,Pilot H,120,1.04,0.77,-5,-15
2026-03-12,2026-03-06,Domestic,BCD,MNL,Airbus A320,Pilot F,96,0.97,0.71,-8,-9
2026-04-24,2026-04-21,Domestic,KLO,MNL,ATR 72-600,Pilot H,220,0.86,0.83,3,-1
2026-03-15,2026-03-10,Domestic,BCD,DVO,Airbus A320,Pilot K,208,3.0,3.9,34,48
2026-03-14,2026-03-12,Domestic,KLO,CEB,ATR 72-600,Pilot C,194,1.55,2.46,17,58
2026-03-16,2026-03-09,Domestic,MNL,PPS,ATR 72-600,Pilot B,58,2.39,2.19,10,-15
2026-04-09,2026-04-04,Domestic,MNL,CEB,Boeing 737-800,Pilot F,94,3.17,3.64,-10,36
2026-04-04,2026-03-31,International,DGT,CEB,Airbus A320,Pilot B,87,8.59,8.53,-10,-9
2026-04-27,2026-04-23,Domestic,DGT,TAG,Airbus A320,Pilot K,196,2.06,2.11,-10,1
2026-03-26,2026-03-25,Domestic,KLO,BCD,Airbus A321,Pilot L,236,2.05,2.26,41,21
2026-03-18,2026-03-15,Domestic,CEB,MNL,Boeing 737-800,Pilot H,123,1.7,2.46,24,47
2026-03-04,2026-02-26,Domestic,PPS,BCD,ATR 72-600,Pilot L,112,2.24,2.34,-7,-1
2026-03-01,2026-02-23,Domestic,CEB,BCD,Airbus A321,Pilot A,162,3.1,3.02,0,4
2026-03-23,2026-03-16,International,CRK,ILO,ATR 72-600,Pilot H,257,5.93,5.55,-6,-15
2026-04-26,2026-04-25,Domestic,CRK,MNL,Airbus A320,Pilot F,121,1.82,1.79,-7,-1
2026-04-01,2026-03-30,Domestic,MNL,TAG,Airbus A321,Pilot D,101,1.6,2.56,22,42
2026-04-24,2026-04-18,Domestic,TAG,CEB,Airbus A320,Pilot D,154,2.92,2.96,6,7
2026-03-07,2026-03-04,Domestic,KLO,ILO,Boeing 737-800,Pilot G,241,1.13,2.59,58,84
2026-03-06,2026-03-04,Domestic,CRK,ILO,Airbus A320,Pilot H,200,2.84,3.95,40,65
2026-04-20,2026-04-18,Domestic,KLO,CRK,Airbus A320,Pilot B,154,1.41,1.91,41,34
2026-03-07,2026-02-28,Domestic,MNL,BCD,ATR 72-600,Pilot H,200,2.52,3.56,27,61
2026-03-04,2026-02-25,International,ILO,PPS,Boeing 737-800,Pilot L,43,9.51,9.61,3,9
2026-03-25,2026-03-24,International,KLO,PPS,Airbus A320,Pilot A,205,11.81,12.28,25,31
2026-04-26,2026-04-20,International,CRK,KLO,Airbus A320,Pilot K,61,5.62,5.6,4,11
2026-04-12,2026-04-08,Domestic,TAG,KLO,Boeing 737-800,Pilot H,126,2.83,3.73,48,54
2026-03-07,2026-03-01,Domestic,DVO,ILO,Airbus A321,Pilot E,116,1.68,1.54,21,-15
2026-04-21,2026-04-16,International,CEB,DVO,Airbus A320,Pilot I,191,9.52,9.86,18,20
2026-04-21,2026-04-16,Domestic,KLO,ILO,Boeing 737-800,Pilot H,92,2.02,2.07,15,-5
2026-04-18,2026-04-13,Domestic,TAG,MNL,Airbus A320,Pilot J,92,1.84,3.31,50,84
2026-04-25,2026-04-19,Domestic,CRK,DGT,Boeing 737-800,Pilot A,234,2.44,2.83,-10,24
2026-03-15,2026-03-09,Domestic,MNL,CRK,Airbus A321,Pilot A,145,1.13,2.25,52,72
2026-04-29,2026-04-25,Domestic,DGT,PPS,Airbus A320,Pilot H,203,1.85,1.94,8,9
2026-03-20,2026-03-19,International,ILO,DGT,Airbus A320,Pilot D,168,8.57,8.14,-10,-15
2026-04-18,2026-04-17,Domestic,CEB,ILO,Airbus A320,Pilot C,176,0.89,0.66,-5,-12
2026-04-05,2026-04-02,Domestic,BCD,TAG,Airbus A320,Pilot F,191,1.9,2.42,-10,30
2026-04-17,2026-04-13,Domestic,CRK,ILO,Airbus A321,Pilot I,186,2.39,2.91,26,19
2026-04-08,2026-04-01,Domestic,DGT,CEB,ATR 72-600,Pilot C,240,2.93,2.74,-10,-15
2026-04-09,2026-04-08,Domestic,DVO,MNL,ATR 72-600,Pilot L,212,2.23,2.79,16,40
2026-04-07,2026-03-31,Domestic,KLO,CEB,Airbus A321,Pilot F,107,2.78,3.76,37,69
2026-04-17,2026-04-16,International,KLO,DGT,Boeing 737-800,Pilot B,77,7.19,7.7,-3,32
2026-04-15,2026-04-11,Domestic,DVO,ILO,Boeing 737-800,Pilot A,225,1.65,2.25,6,30
2026-03-09,2026-03-06,Domestic,ILO,CRK,ATR 72-600,Pilot K,121,3.06,3.32,-10,17
2026-04-20,2026-04-16,International,CEB,ILO,Airbus A320,Pilot B,108,7.31,7.53,3,9
2026-04-02,2026-04-01,Domestic,BCD,DVO,Airbus A321,Pilot F,64,2.14,2.73,69,37
2026-03-20,2026-03-14,Domestic,PPS,TAG,Airbus A321,Pilot I,161,1.94,2.61,29,35
2026-04-01,2026-03-31,Domestic,DGT,TAG,Airbus A320,Pilot G,152,1.88,2.05,6,22
2026-04-28,2026-04-22,Domestic,CRK,MNL,Airbus A321,Pilot D,222,0.94,1.17,-1,2
2026-04-22,2026-04-18,Domestic,DVO,PPS,ATR 72-600,Pilot B,204,2.94,3.02,11,13
2026-04-20,2026-04-13,Domestic,KLO,CRK,ATR 72-600,Pilot I,199,2.76,2.91,15,3
2026-03-29,2026-03-22,Domestic,BCD,MNL,Airbus A320,Pilot F,158,1.9,1.7,3,-10
2026-04-17,2026-04-11,Domestic,DGT,PPS,Airbus A321,Pilot A,229,1.47,2.49,24,62
2026-03-24,2026-03-20,Domestic,MNL,CEB,Airbus A321,Pilot C,256,1.62,2.09,-9,30
2026-04-11,2026-04-08,Domestic,DVO,DGT,Airbus A321,Pilot G,219,1.1,1.06,-9,-4
2026-04-09,2026-04-04,Domestic,DVO,MNL,Boeing 737-800,Pilot C,116,2.53,3.08,20,30
2026-03-16,2026-03-11,Domestic,DVO,ILO,Airbus A320,Pilot E,100,2.14,2.02,-10,-15
2026-03-17,2026-03-11,Domestic,ILO,KLO,ATR 72-600,Pilot B,40,1.36,2.28,28,45
2026-03-04,2026-02-28,Domestic,TAG,CRK,Embraer E190,Pilot J,258,2.3,3.16,12,49
2026-03-09,2026-03-05,Domestic,MNL,BCD,Boeing 737-800,Pilot H,201,3.15,3.11,-10,-15
2026-03-27,2026-03-26,Domestic,TAG,CEB,Boeing 737-800,Pilot J,246,1.09,1.55,14,27
2026-03-30,2026-03-28,International,BCD,DGT,Boeing 737-800,Pilot A,213,6.4,6.61,-10,5
2026-03-11,2026-03-05,Domestic,BCD,TAG,Airbus A321,Pilot E,134,1.99,2.72,27,41
2026-03-26,2026-03-19,Domestic,BCD,DGT,Airbus A320,Pilot D,71,1.2,1.83,7,42
2026-04-06,2026-04-01,International,CEB,KLO,Boeing 737-800,Pilot H,50,6.68,8.29,53,95
2026-03-15,2026-03-12,Domestic,PPS,KLO,Airbus A320,Pilot J,214,2.25,2.93,36,37
2026-03-21,2026-03-20,Domestic,DVO,PPS,ATR 72-600,Pilot C,106,1.18,1.29,-10,7
2026-03-23,2026-03-22,International,KLO,BCD,Airbus A321,Pilot J,123,7.43,7.43,-10,-3
2026-03-31,2026-03-26,Domestic,BCD,ILO,Airbus A321,Pilot G,223,2.86,2.78,-5,-11
2026-03-23,2026-03-18,Domestic,BCD,DVO,Airbus A321,Pilot J,145,1.55,1.55,-10,0
2026-04-14,2026-04-12,Domestic,CRK,ILO,Embraer E190,Pilot A,249,2.31,3.11,52,69
2026-03-20,2026-03-18,Domestic,CRK,MNL,Airbus A320,Pilot L,160,2.3,2.85,12,21
2026-03-27,2026-03-26,Domestic,ILO,CEB,Airbus A320,Pilot F,222,2.81,3.14,33,22
2026-03-24,2026-03-19,International,MNL,PPS,Airbus A320,Pilot D,67,10.82,10.77,6,3
2026-03-12,2026-03-07,International,PPS,TAG,Boeing 737-800,Pilot C,127,8.59,8.54,8,5
2026-04-11,2026-04-08,Domestic,MNL,CEB,Embraer E190,Pilot L,80,2.3,2.28,11,1
2026-03-15,2026-03-09,Domestic,ILO,MNL,Airbus A320,Pilot K,52,1.88,2.6,36,47
2026-03-19,2026-03-13,Domestic,BCD,MNL,ATR 72-600,Pilot B,258,1.74,2.18,19,32
2026-04-18,2026-04-14,International,MNL,PPS,Airbus A320,Pilot F,153,10.27,10.4,-10,13
2026-04-27,2026-04-25,Domestic,DGT,CRK,Boeing 737-800,Pilot I,117,1.8,2.5,48,38
2026-04-10,2026-04-09,International,CRK,MNL,Airbus A320,Pilot H,122,11.37,11.63,6,1
2026-04-25,2026-04-19,International,MNL,ILO,Airbus A321,Pilot C,93,6.14,6.82,2,35
2026-04-22,2026-04-17,Domestic,BCD,DGT,Boeing 737-800,Pilot E,67,1.73,1.73,-10,-8
2026-03-30,2026-03-27,Domestic,KLO,ILO,Boeing 737-800,Pilot E,240,0.88,1.37,26,32
2026-04-16,2026-04-15,International,BCD,PPS,Airbus A320,Pilot D,63,5.3,5.58,14,16
2026-03-21,2026-03-15,Domestic,PPS,TAG,ATR 72-600,Pilot L,124,2.6,3.3,14,39
2026-03-29,2026-03-22,Domestic,ILO,CEB,Embraer E190,Pilot C,73,2.19,2.59,3,29
2026-04-02,2026-03-29,International,TAG,DVO,Airbus A321,Pilot I,244,5.85,6.2,-1,24
2026-04-28,2026-04-26,Domestic,CRK,KLO,Boeing 737-800,Pilot K,85,2.1,2.35,4,9
2026-04-21,2026-04-16,Domestic,KLO,BCD,ATR 72-600,Pilot J,126,2.85,3.16,22,11
2026-03-30,2026-03-23,Domestic,CEB,DVO,Airbus A320,Pilot J,205,2.71,3.82,26,66
2026-04-09,2026-04-04,Domestic,BCD,TAG,ATR 72-600,Pilot B,165,1.04,1.35,7,27
2026-03-13,2026-03-12,International,DVO,DGT,Airbus A321,Pilot B,123,4.88,5.34,33,30
2026-04-19,2026-04-17,Domestic,BCD,ILO,ATR 72-600,Pilot J,164,0.84,1.35,10,41
2026-04-03,2026-04-02,Domestic,TAG,MNL,Airbus A320,Pilot I,136,2.23,2.17,1,-4
2026-04-02,2026-03-30,Domestic,TAG,DGT,Airbus A321,Pilot I,103,2.7,3.5,16,46
2026-04-16,2026-04-12,International,DGT,TAG,Boeing 737-800,Pilot F,171,6.98,7.31,-10,22
2026-04-08,2026-04-04,Domestic,CEB,KLO,Boeing 737-800,Pilot G,120,2.24,2.35,17,5
2026-03-05,2026-02-27,International,CEB,KLO,ATR 72-600,Pilot A,251,11.66,11.79,-10,5
2026-03-18,2026-03-17,Domestic,DGT,DVO,Embraer E190,Pilot D,141,0.95,1.13,-10,9
2026-03-11,2026-03-04,International,CRK,MNL,Airbus A320,Pilot G,206,6.92,7.48,-10,42
2026-04-14,2026-04-12,International,MNL,DGT,Airbus A320,Pilot B,91,11.55,11.52,8,0
2026-03-03,2026-02-27,International,DVO,ILO,Airbus A321,Pilot B,182,5.34,6.69,47,78
2026-03-13,2026-03-11,International,TAG,DVO,Airbus A321,Pilot A,163,5.24,5.66,9,14
2026-04-06,2026-04-03,Domestic,CRK,BCD,Airbus A321,Pilot C,203,2.06,2.18,26,9
2026-04-12,2026-04-06,Domestic,MNL,ILO,ATR 72-600,Pilot L,141,1.89,3.07,64,67
2026-03-31,2026-03-30,Domestic,PPS,MNL,ATR 72-600,Pilot I,198,2.46,3.0,21,26
2026-04-22,2026-04-18,Domestic,CEB,DVO,Airbus A320,Pilot L,52,0.84,0.57,-5,-15
2026-04-26,2026-04-21,International,CRK,ILO,Airbus A321,Pilot D,191,5.11,5.4,-2,9
2026-03-09,2026-03-05,International,MNL,CRK,Boeing 737-800,Pilot H,205,9.84,10.55,12,34
2026-04-28,2026-04-25,Domestic,BCD,CEB,Airbus A321,Pilot K,149,2.98,3.26,-2,7
2026-04-07,2026-04-04,Domestic,ILO,CRK,Airbus A320,Pilot E,47,1.85,1.82,0,-5
2026-04-08,2026-04-01,Domestic,TAG,CRK,Airbus A321,Pilot H,164,1.0,1.88,34,36
2026-03-06,2026-03-04,Domestic,CRK,KLO,Airbus A321,Pilot I,211,2.72,3.31,35,40
2026-04-07,2026-04-03,Domestic,DVO,KLO,Airbus A320,Pilot J,141,2.92,3.16,-10,-1
2026-04-14,2026-04-11,Domestic,CEB,TAG,ATR 72-600,Pilot L,60,1.79,2.2,-6,19
2026-04-05,2026-03-30,Domestic,DVO,TAG,Airbus A321,Pilot H,126,1.38,1.74,2,12
2026-03-06,2026-02-28,Domestic,ILO,DVO,Boeing 737-800,Pilot G,258,0.91,0.95,25,5
2026-04-01,2026-03-26,Domestic,MNL,DGT,Boeing 737-800,Pilot K,99,2.22,2.85,37,32
2026-04-27,2026-04-26,Domestic,ILO,KLO,ATR 72-600,Pilot I,156,2.98,4.47,71,79
2026-04-14,2026-04-13,International,TAG,CEB,Airbus A320,Pilot E,118,11.52,11.84,2,27
2026-03-09,2026-03-06,Domestic,PPS,CRK,Airbus A320,Pilot H,196,1.56,2.06,3,31
2026-04-28,2026-04-24,Domestic,BCD,PPS,Airbus A321,Pilot G,134,2.34,3.12,25,62
2026-04-28,2026-04-27,Domestic,TAG,DVO,Airbus A321,Pilot C,124,2.8,2.85,-3,4
2026-03-11,2026-03-04,Domestic,PPS,CRK,Airbus A321,Pilot G,167,1.94,2.31,9,28
2026-04-18,2026-04-11,International,BCD,CEB,ATR 72-600,Pilot H,165,9.85,9.57,3,-15
2026-03-25,2026-03-22,Domestic,TAG,CEB,Airbus A320,Pilot K,149,1.74,2.14,-10,3
2026-04-06,2026-03-31,Domestic,CEB,CRK,Airbus A320,Pilot G,96,1.64,1.86,15,1
2026-03-28,2026-03-24,International,TAG,BCD,Airbus A321,Pilot B,63,5.26,5.29,8,12
2026-04-17,2026-04-12,International,DVO,KLO,ATR 72-600,Pilot L,191,11.8,13.5,40,100
2026-04-30,2026-04-23,Domestic,PPS,ILO,ATR 72-600,Pilot G,114,3.15,3.61,12,22
2026-04-18,2026-04-17,Domestic,DGT,BCD,Boeing 737-800,Pilot D,174,2.04,1.75,-10,-15
2026-04-26,2026-04-24,Domestic,ILO,TAG,Boeing 737-800,Pilot J,122,1.72,2.04,6,18
2026-04-27,2026-04-24,Domestic,MNL,PPS,Boeing 737-800,Pilot E,227,1.75,1.55,-10,-14
2026-03-06,2026-02-27,Domestic,CRK,CEB,Boeing 737-800,Pilot E,195,2.12,1.71,-10,-15
2026-03-16,2026-03-11,Domestic,ILO,KLO,Airbus A320,Pilot K,128,1.65,2.68,26,69
2026-04-14,2026-04-11,International,DGT,TAG,Boeing 737-800,Pilot K,113,6.57,7.11,7,31
2026-04-05,2026-04-04,Domestic,DGT,PPS,ATR 72-600,Pilot G,204,1.71,2.44,32,43
2026-03-04,2026-02-27,Domestic,KLO,CRK,Airbus A321,Pilot E,41,1.72,1.43,-10,-12
2026-03-06,2026-03-04,Domestic,DGT,CRK,Boeing 737-800,Pilot K,52,2.28,2.28,7,6
2026-04-01,2026-03-29,Domestic,ILO,TAG,Airbus A321,Pilot C,58,0.95,1.52,2,35
2026-04-07,2026-03-31,Domestic,ILO,MNL,Boeing 737-800,Pilot I,116,2.37,3.21,33,44
2026-03-11,2026-03-07,International,TAG,KLO,Airbus A320,Pilot H,149,5.34,5.08,27,-15
2026-03-11,2026-03-10,International,BCD,CEB,Boeing 737-800,Pilot K,104,7.21,8.65,26,75
2026-03-08,2026-03-07,Domestic,KLO,TAG,ATR 72-600,Pilot F,81,2.53,3.35,46,54
2026-04-04,2026-04-01,Domestic,ILO,MNL,Airbus A320,Pilot J,108,2.62,2.89,4,15
2026-03-01,2026-02-28,Domestic,PPS,MNL,Airbus A321,Pilot A,148,2.83,3.89,41,66
2026-04-04,2026-03-31,Domestic,PPS,CRK,Airbus A320,Pilot J,105,1.7,1.82,-10,3
2026-03-30,2026-03-27,International,ILO,DVO,Airbus A320,Pilot A,166,11.59,11.63,-10,8
2026-03-29,2026-03-22,Domestic,MNL,ILO,Embraer E190,Pilot H,124,2.51,3.17,29,26
2026-04-11,2026-04-08,Domestic,CEB,DVO,Airbus A321,Pilot C,245,2.2,1.75,-10,-15
2026-04-01,2026-03-30,Domestic,CEB,CRK,Airbus A321,Pilot L,258,2.32,3.11,25,35
2026-04-14,2026-04-09,Domestic,ILO,KLO,Airbus A320,Pilot J,184,2.13,2.89,14,45
2026-04-16,2026-04-11,Domestic,BCD,KLO,Embraer E190,Pilot B,162,2.65,3.2,36,29
2026-04-26,2026-04-25,Domestic,TAG,DGT,Airbus A320,Pilot K,46,1.26,1.47,11,3
2026-04-18,2026-04-17,Domestic,DVO,ILO,Boeing 737-800,Pilot D,176,2.13,2.9,13,40
2026-04-01,2026-03-30,Domestic,PPS,KLO,Airbus A321,Pilot G,123,1.18,1.43,23,20
2026-03-31,2026-03-25,Domestic,BCD,KLO,Airbus A320,Pilot B,103,1.78,1.77,-3,-5
2026-03-15,2026-03-13,Domestic,MNL,CEB,Boeing 737-800,Pilot B,214,2.39,2.51,-4,-6
2026-04-06,2026-03-30,Domestic,CRK,BCD,Airbus A320,Pilot C,49,1.98,2.31,22,26
2026-03-09,2026-03-05,International,CRK,TAG,Boeing 737-800,Pilot G,97,7.71,7.76,11,-12
2026-04-26,2026-04-19,Domestic,TAG,CRK,Airbus A320,Pilot G,210,2.92,2.93,3,-2
2026-04-21,2026-04-19,Domestic,DGT,CEB,Boeing 737-800,Pilot K,243,2.65,2.91,10,19
2026-03-08,2026-03-05,Domestic,TAG,CRK,ATR 72-600,Pilot B,153,2.06,2.89,47,56
2026-04-17,2026-04-16,Domestic,KLO,DVO,Boeing 737-800,Pilot I,156,3.08,3.52,2,28
2026-03-08,2026-03-02,Domestic,ILO,KLO,Airbus A320,Pilot A,252,1.82,2.25,2,40
2026-04-13,2026-04-08,Domestic,CRK,TAG,Boeing 737-800,Pilot D,60,2.69,3.01,-10,22
2026-03-06,2026-03-05,International,PPS,KLO,Embraer E190,Pilot C,145,11.16,11.66,11,32
2026-03-30,2026-03-24,Domestic,MNL,CEB,Airbus A320,Pilot B,93,1.49,1.83,26,28
2026-04-10,2026-04-03,Domestic,DVO,CRK,Airbus A320,Pilot H,144,1.61,2.1,30,24
2026-04-14,2026-04-09,Domestic,CEB,BCD,ATR 72-600,Pilot K,239,1.05,1.34,14,19
2026-03-26,2026-03-20,Domestic,ILO,CRK,Airbus A320,Pilot I,171,2.0,2.74,33,49
2026-04-26,2026-04-24,Domestic,DVO,KLO,Boeing 737-800,Pilot K,258,1.26,2.02,28,48
2026-04-17,2026-04-13,Domestic,CEB,BCD,ATR 72-600,Pilot H,151,2.32,3.23,36,52
2026-03-13,2026-03-07,Domestic,CRK,BCD,Airbus A320,Pilot A,229,1.26,1.89,34,37
2026-04-10,2026-04-05,Domestic,TAG,BCD,Boeing 737-800,Pilot E,77,1.1,2.12,47,66
2026-04-14,2026-04-09,International,KLO,CRK,Boeing 737-800,Pilot J,110,7.43,8.05,8,36
2026-03-21,2026-03-15,Domestic,TAG,CEB,Airbus A321,Pilot A,100,2.38,2.56,-10,11
2026-04-15,2026-04-10,International,DGT,CRK,ATR 72-600,Pilot B,209,8.35,8.73,27,31
2026-04-24,2026-04-23,Domestic,DGT,ILO,Airbus A320,Pilot K,152,1.98,2.26,29,19
2026-04-19,2026-04-17,Domestic,CRK,MNL,Airbus A321,Pilot A,88,0.88,1.57,47,37
2026-04-16,2026-04-10,International,TAG,DGT,ATR 72-600,Pilot L,78,10.94,11.56,40,33
2026-04-08,2026-04-06,Domestic,DGT,KLO,Airbus A320,Pilot J,124,2.14,3.2,55,65
2026-03-17,2026-03-12,Domestic,DGT,MNL,ATR 72-600,Pilot H,73,0.84,1.59,26,40
2026-04-18,2026-04-14,Domestic,CRK,TAG,Airbus A320,Pilot G,193,2.87,2.7,17,-3
2026-03-23,2026-03-18,Domestic,DVO,TAG,Airbus A321,Pilot B,226,2.29,1.94,-10,-14
2026-04-02,2026-03-31,International,KLO,MNL,Airbus A320,Pilot E,253,7.81,8.25,19,28
2026-03-20,2026-03-17,Domestic,DGT,CEB,Boeing 737-800,Pilot J,91,1.99,1.99,0,-11
2026-03-20,2026-03-15,Domestic,DGT,CRK,ATR 72-600,Pilot K,136,2.28,2.8,17,30
2026-03-10,2026-03-08,Domestic,KLO,CEB,ATR 72-600,Pilot F,150,1.42,1.59,13,12
2026-04-28,2026-04-25,Domestic,CEB,PPS,Embraer E190,Pilot K,149,3.14,3.56,22,14
2026-03-10,2026-03-03,International,ILO,DGT,Boeing 737-800,Pilot J,139,5.7,5.93,10,16
2026-03-06,2026-03-04,Domestic,PPS,BCD,ATR 72-600,Pilot A,88,1.19,2.21,33,45
2026-04-27,2026-04-22,Domestic,KLO,MNL,Boeing 737-800,Pilot H,64,0.93,0.62,-10,-15
2026-04-03,2026-04-01,Domestic,CRK,BCD,ATR 72-600,Pilot H,128,2.33,2.49,16,17
2026-03-27,2026-03-22,Domestic,CRK,DGT,Boeing 737-800,Pilot G,60,3.16,3.99,38,51
2026-04-14,2026-04-13,Domestic,MNL,KLO,ATR 72-600,Pilot J,53,2.95,3.65,53,44
2026-03-24,2026-03-19,Domestic,DVO,ILO,Airbus A320,Pilot K,155,2.49,2.44,28,3
2026-03-08,2026-03-04,Domestic,BCD,DVO,Airbus A321,Pilot G,228,3.18,3.93,49,26
2026-04-14,2026-04-09,Domestic,DVO,DGT,Boeing 737-800,Pilot D,158,2.53,2.78,16,13
2026-03-11,2026-03-10,Domestic,DGT,MNL,Airbus A320,Pilot L,45,1.61,1.55,12,-7
2026-04-03,2026-03-30,Domestic,MNL,DVO,Airbus A320,Pilot L,224,2.24,2.57,24,23
